
🌐奥运频道,#genre#
浙江卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002206/1.m3u8
江苏卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002137/1.m3u8
湖南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002143/1.m3u8
黑龙江卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002142/1.m3u8
人文纪实,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002199/1.m3u8
重庆卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002218/1.m3u8
陕西卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002220/1.m3u8
河南卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002221/1.m3u8
四川卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002219/1.m3u8
海南卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002232/1.m3u8
西藏卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002236/1.m3u8
金鹰卡通标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002240/1.m3u8
青海卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002235/1.m3u8
宁夏卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002239/1.m3u8
云南卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002230/1.m3u8
山西卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002214/1.m3u8
新疆卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002238/1.m3u8
广西卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002228/1.m3u8
内蒙古卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002237/1.m3u8
吉林卫视标清,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002224/1.m3u8
甘肃经济,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002164/1.m3u8
甘肃文化影视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002161/1.m3u8
甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002160/1.m3u8
甘肃公共应急,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002162/1.m3u8
甘肃少儿,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002165/1.m3u8
甘肃都市,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002163/1.m3u8

北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
上海东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
黑龙江影院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
某地区新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
深圳卫视-SD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
延边,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
某地区教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
rRB-生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
rRB-影院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
rRB-新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
黑龙江农业科教 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影院 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江新闻法治 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影院,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8

🌐北京专线,#genre#
CCTV-01,http://dev.grayidea.com:4022/udp/239.3.1.129:8008
CCTV-02,http://dev.grayidea.com:4022/udp/239.3.1.60:8084
CCTV-03,http://dev.grayidea.com:4022/udp/239.3.1.172:8001
CCTV-06,http://dev.grayidea.com:4022/udp/239.3.1.174:8001
CCTV-13,http://dev.grayidea.com:4022/udp/239.3.1.124:8128
北京卫视,http://dev.grayidea.com:4022/udp/239.3.1.241:8000
江苏卫视,http://dev.grayidea.com:4022/udp/239.3.1.135:8028
江西卫视,http://dev.grayidea.com:4022/udp/239.3.1.123:8164
乌鲁木齐综合,http://hls-xjhsy.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
乌鲁木齐维语综合,http://hls-xjhsy.sobeylive.com/xjwlmqapp2019/wy.m3u8
CCTV-1HD,http://dns.art2kn.win:7000/rtp/239.3.1.129:8008
CCTV-2HD,http://dns.art2kn.win:7000/rtp/239.3.1.60:8084
CCTV-3HD,http://dns.art2kn.win:7000/rtp/239.3.1.172:8001
CCTV-4HD,http://dns.art2kn.win:7000/rtp/239.3.1.105:8092
CCTV-5HD,http://dns.art2kn.win:7000/rtp/239.3.1.173:8001
CCTV5+HD,http://dns.art2kn.win:7000/rtp/239.3.1.130:8004
CCTV-6HD,http://dns.art2kn.win:7000/rtp/239.3.1.174:8001
CCTV-7HD,http://dns.art2kn.win:7000/rtp/239.3.1.61:8104
CCTV-8HD,http://dns.art2kn.win:7000/rtp/239.3.1.175:8001
CCTV-9HD,http://dns.art2kn.win:7000/rtp/239.3.1.62:8112
CCTV-10HD,http://dns.art2kn.win:7000/rtp/239.3.1.63:8116
CCTV-11HD,http://dns.art2kn.win:7000/rtp/239.3.1.152:8120
CCTV-12HD,http://dns.art2kn.win:7000/rtp/239.3.1.64:8124
CCTV-13HD,http://dns.art2kn.win:7000/rtp/239.3.1.124:8128
CCTV-14HD,http://dns.art2kn.win:7000/rtp/239.3.1.65:8132
CCTV-15HD,http://dns.art2kn.win:7000/rtp/239.3.1.153:8136
CCTV-16HR,http://dns.art2kn.win:7000/rtp/239.3.1.183:8001
CCTV-16HD,http://dns.art2kn.win:7000/rtp/239.3.1.184:8001
CCTV-17HD,http://dns.art2kn.win:7000/rtp/239.3.1.151:8144
BRTV新闻HD,http://dns.art2kn.win:7000/rtp/239.3.1.159:8000
BRTV影视HD,http://dns.art2kn.win:7000/rtp/239.3.1.158:8000
BRTV文艺HD,http://dns.art2kn.win:7000/rtp/239.3.1.242:8000
BRTV财经HD,http://dns.art2kn.win:7000/rtp/239.3.1.116:8000
BRTV生活HD,http://dns.art2kn.win:7000/rtp/239.3.1.117:8000
BRTV青年HD,http://dns.art2kn.win:7000/# rtp/239.3.1.118:8000
BRTV科教HD,http://dns.art2kn.win:7000/rtp/239.3.1.115:8000
BRTV少儿HD,http://dns.art2kn.win:7000/rtp/239.3.1.189:8000
BRTV纪实HD,http://dns.art2kn.win:7000/# rtp/239.3.1.243:8000
BRTV纪实[HDR],http://dns.art2kn.win:7000/# rtp/239.3.1.120:8000
BRTV纪实HD,http://dns.art2kn.win:7000/# rtp/239.3.1.121:8000
BRTV体育HD,http://dns.art2kn.win:7000/rtp/239.3.1.243:8000
BRTV国际HD,http://dns.art2kn.win:7000/rtp/239.3.1.235:8000
爱上4KHD,http://dns.art2kn.win:7000/rtp/239.3.1.236:2000
4K超清HD,http://dns.art2kn.win:7000/rtp/239.3.1.249:8001
淘电影HD,http://dns.art2kn.win:7000/rtp/239.3.1.250:8001
CGTN新闻HD,http://dns.art2kn.win:7000/rtp/239.3.1.215:4220
CGTN记录HD,http://dns.art2kn.win:7000/rtp/239.3.1.216:4220
CGTN俄语HD,http://dns.art2kn.win:7000/rtp/239.3.1.220:4220
CGTN法语HD,http://dns.art2kn.win:7000/rtp/239.3.1.218:4220
CGTN西班牙语HD,http://dns.art2kn.win:7000/rtp/239.3.1.217:4220
CGTN阿拉伯语HD,http://dns.art2kn.win:7000/rtp/239.3.1.219:4220
CCTV4国际欧洲HD,http://dns.art2kn.win:7000/rtp/239.3.1.213:4220
CCTV4国际美洲HD,http://dns.art2kn.win:7000/rtp/239.3.1.214:4220
北京卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.241:8000
东方卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.136:8032
浙江卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.137:8036
江苏卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.135:8028
湖南卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.132:8012
深圳卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.134:8020
广东卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.142:8048
安徽卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.211:8064
天津卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.141:1234
重庆卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.122:8160
山东卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.209:8052
黑龙江视HD,http://dns.art2kn.win:7000/rtp/239.3.1.133:8016
河北卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.148:8072
辽宁卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.210:8056
湖北卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.138:8044
吉林卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.240:8172
贵州卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.149:8076
东南卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.156:8148
江西卫视HD,http://dns.art2kn.win:7000/rtp/239.3.1.123:8164
海南卫视,http://dns.art2kn.win:7000/rtp/239.3.1.45:8304
云南卫视,http://dns.art2kn.win:7000/rtp/239.3.1.26:8108
兵团卫视,http://dns.art2kn.win:7000/rtp/239.3.1.144:4120
厦门卫视,http://dns.art2kn.win:7000/rtp/239.3.1.143:4120
四川卫视,http://dns.art2kn.win:7000/rtp/239.3.1.29:8288
南方卫视,http://dns.art2kn.win:7000/rtp/239.3.1.161:8001
宁夏卫视,http://dns.art2kn.win:7000/rtp/239.3.1.46:8124
山西卫视,http://dns.art2kn.win:7000/rtp/239.3.1.42:8172
广西卫视,http://dns.art2kn.win:7000/rtp/239.3.1.39:8300
新疆卫视,http://dns.art2kn.win:7000/rtp/239.3.1.48:8160
河南卫视,http://dns.art2kn.win:7000/rtp/239.3.1.27:8128
甘肃卫视,http://dns.art2kn.win:7000/rtp/239.3.1.49:8188
西藏卫视,http://dns.art2kn.win:7000/rtp/239.3.1.47:8164
三沙卫视,http://dns.art2kn.win:7000/rtp/239.3.1.155:4120
陕西卫视,http://dns.art2kn.win:7000/rtp/239.3.1.41:8140
青海卫视,http://dns.art2kn.win:7000/rtp/239.3.1.44:8184
内蒙古视,http://dns.art2kn.win:7000/rtp/239.3.1.43:8176
每日影院HD,http://dns.art2kn.win:7000/# rtp/239.3.1.111:8001
星影,http://dns.art2kn.win:7000/rtp/239.3.1.94:4120
动作影院,http://dns.art2kn.win:7000/rtp/239.3.1.92:4120
光影,http://dns.art2kn.win:7000/rtp/239.3.1.84:4120
喜剧影院,http://dns.art2kn.win:7000/rtp/239.3.1.91:4120
家庭影院,http://dns.art2kn.win:7000/rtp/239.3.1.93:4120
精选,http://dns.art2kn.win:7000/rtp/239.3.1.74:4120
经典电影,http://dns.art2kn.win:7000/rtp/239.3.1.195:9024
纪实人文HD,http://dns.art2kn.win:7000/rtp/239.3.1.212:8060
金鹰纪实HD,http://dns.art2kn.win:7000/rtp/239.3.1.58:8156
风尚生活HD,http://dns.art2kn.win:7000/# rtp/239.3.1.114:8001
地理,http://dns.art2kn.win:7000/rtp/239.3.1.71:4120
淘剧场HD,http://dns.art2kn.win:7000/rtp/239.3.1.95:8001
幸福剧场HD,http://dns.art2kn.win:7000/# rtp/239.3.1.112:8001
淘娱乐HD,http://dns.art2kn.win:7000/rtp/239.3.1.100:8001
幸福娱乐HD,http://dns.art2kn.win:7000/# rtp/239.3.1.113:8001
淘BabyHD,http://dns.art2kn.win:7000/rtp/239.3.1.238:8001
萌宠TVHD,http://dns.art2kn.win:7000/rtp/239.3.1.102:8001
中国交通HD,http://dns.art2kn.win:7000/rtp/239.3.1.188:8001
朝阳融媒HD,http://dns.art2kn.win:7000/rtp/239.3.1.163:8001
通州融媒HD,http://dns.art2kn.win:7000/rtp/239.3.1.221:8001
密云电视台HD,http://dns.art2kn.win:7000/rtp/239.3.1.154:8001
延庆电视台,http://dns.art2kn.win:7000/rtp/239.3.1.187:8001
房山电视台,http://dns.art2kn.win:7000/rtp/239.3.1.96:8001
睛彩竞技HD,http://dns.art2kn.win:7000/rtp/239.3.1.125:8001
睛彩篮球HD,http://dns.art2kn.win:7000/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://dns.art2kn.win:7000/rtp/239.3.1.127:8001
睛彩广场舞HD,http://dns.art2kn.win:7000/rtp/239.3.1.128:8001
茶频道HD,http://dns.art2kn.win:7000/rtp/239.3.1.165:8001
体育赛事HD,http://dns.art2kn.win:7000/rtp/239.3.1.157:8176
淘精彩HD,http://dns.art2kn.win:7000/rtp/239.3.1.178:8001
快乐垂钓HD,http://dns.art2kn.win:7000/rtp/239.3.1.164:8001
大健康HD,http://dns.art2kn.win:7000/rtp/239.3.1.251:8001
CETV1HD,http://dns.art2kn.win:7000/rtp/239.3.1.57:8152
CETV2,http://dns.art2kn.win:7000/rtp/239.3.1.54:4120
CETV3,http://dns.art2kn.win:7000/rtp/239.3.1.55:4120
CETV4,http://dns.art2kn.win:7000/rtp/239.3.1.56:4120
少儿动画,http://dns.art2kn.win:7000/rtp/239.3.1.199:9000
热播剧场,http://dns.art2kn.win:7000/rtp/239.3.1.194:9020
解密,http://dns.art2kn.win:7000/rtp/239.3.1.75:4120
军事,http://dns.art2kn.win:7000/rtp/239.3.1.76:4120
军旅剧场,http://dns.art2kn.win:7000/rtp/239.3.1.68:4120
动画,http://dns.art2kn.win:7000/rtp/239.3.1.80:4120
古装剧场,http://dns.art2kn.win:7000/rtp/239.3.1.69:4120
台球,http://dns.art2kn.win:7000/rtp/239.3.1.85:4120
嘉佳卡通,http://dns.art2kn.win:7000/rtp/239.3.1.147:9268
国学,http://dns.art2kn.win:7000/rtp/239.3.1.77:4120
城市剧场,http://dns.art2kn.win:7000/rtp/239.3.1.67:4120
墨宝,http://dns.art2kn.win:7000/rtp/239.3.1.83:4120
好学生,http://dns.art2kn.win:7000/rtp/239.3.1.81:4120
山东教育,http://dns.art2kn.win:7000/rtp/239.3.1.52:4120
戏曲,http://dns.art2kn.win:7000/rtp/239.3.1.78:4120
收视指南,http://dns.art2kn.win:7000/rtp/239.3.1.193:8012
早教,http://dns.art2kn.win:7000/rtp/239.3.1.79:4120
武侠剧场,http://dns.art2kn.win:7000/rtp/239.3.1.90:4120
武术,http://dns.art2kn.win:7000/rtp/239.3.1.87:4120
爱生活,http://dns.art2kn.win:7000/rtp/239.3.1.86:4120
美人,http://dns.art2kn.win:7000/rtp/239.3.1.73:4120
美妆,http://dns.art2kn.win:7000/rtp/239.3.1.72:4120
财富天下,http://dns.art2kn.win:7000/rtp/239.3.1.53:9136
足球,http://dns.art2kn.win:7000/rtp/239.3.1.89:4120
金鹰卡通,http://dns.art2kn.win:7000/rtp/239.3.1.51:9252
鉴赏,http://dns.art2kn.win:7000/rtp/239.3.1.82:4120
音乐现场,http://dns.art2kn.win:7000/rtp/239.3.1.70:4120
高网,http://dns.art2kn.win:7000/rtp/239.3.1.88:4120
魅力时尚,http://dns.art2kn.win:7000/rtp/239.3.1.196:9012

🌐北京联通,#genre#
CCTV1,http://unraid.jimin.codetech.top:8888/udp/239.3.1.129:8008
CCTV1,http://unraid.jimin.codetech.top:8888/udp/239.3.1.1:8000
CCTV2,http://unraid.jimin.codetech.top:8888/udp/239.3.1.60:8084
CCTV2,http://unraid.jimin.codetech.top:8888/udp/239.3.1.2:8004
CCTV3,http://unraid.jimin.codetech.top:8888/udp/239.3.1.172:8001
CCTV3,http://unraid.jimin.codetech.top:8888/udp/239.3.1.107:8001
CCTV4,http://unraid.jimin.codetech.top:8888/udp/239.3.1.105:8092
CCTV4,http://unraid.jimin.codetech.top:8888/udp/239.3.1.213:4220
